country,active_personnel,aircraft_carriers,armored_fighting_vehicles,attack_aircraft,attack_helicopters,border_coverage_km,coal_consumption_mt,coal_production_cum,coastal_patrol_craft,coastline_coverage_km,corvettes,defense_budget_usd,destroyers,external_debt_usd,fighter_aircraft,fit_for_service,foreign_exchange_and_gold_reserves_usd,frigates,helicopter_carriers,labour_force,major_ports_and_terminals,mine_warfare_craft,natural_gas_consumption_cum,natural_gas_production_cum,oil_consumption_bbl,oil_production_bbl,paramilitary,population_reaching_military_age_annually,proven_coal_reserves_cum,proven_natural_gas_reserves_cum,proven_oil_reserves_bbl,purchasing_power_parity_usd,railway_coverage_km,reserve_personnel,roadway_coverage_km,rocket_projectors,self_propelled_artillery,special_mission_aircraft,submarines,tanker_aircraft,tanks,total_land_area_sq_km,total_merchant_marine_fleet,total_military_aircraft,total_military_helicopters,total_military_manpower,total_naval_fleet,total_naval_fleet_tonnage_mt,total_population,total_serviceable_airports,towed_artillery,trainer_aircraft,transport_aircraft,waterway_coverage_km
Iceland,0,0,350,0,0,0 km,137000 mt,0 Cu.M,0,4970 km,0,500000000,0,24200000000,0,50237,6403000000,0,0,248400,43,0,0 Cu.M,0 Cu.M,19000 bbl,0 bbl,0,1820,0 Cu.M,0 Cu.M,0 bbl,26561000000,0 km,0,12905 km,0,0,0,0,0,0,100250 km,39,0,0,83728,0,,364036,82,0,0,0,0 km
India,1431000,2,163554,124,79,13888 km,1262000000 mt,1020000000 Cu.M,146,7000 km,21,109000000000,13,212728000000,476,522786598,643043000000,18,0,607691000,56,0,58867000000 Cu.M,33170000000 Cu.M,5271000 bbl,822000 bbl,2527000,23955181,127727000000 Cu.M,1381000000000 Cu.M,4605000000 bbl,14244000000000,65554 km,1000000,6371847 km,300,100,72,18,6,3913,3287263 km,1859,2183,594,662290299,343,631989,1409128296,315,5640,334,277,14500 km
Indonesia,404500,0,28064,34,15,2958 km,281159000 mt,783453000 Cu.M,211,54716 km,26,11155297716,0,225273000000,41,114595923,155708000000,10,0,143144000,123,10,36061000000 Cu.M,57410000000 Cu.M,1645000 bbl,865000 bbl,250000,4786562,35055000000 Cu.M,1408000000000 Cu.M,2480000000 bbl,4102000000000,8159 km,401000,496607 km,67,153,15,4,1,331,1904569 km,11422,460,212,137965608,338,324754,281562465,556,396,114,73,21579 km
Iran,610000,0,75939,21,13,5894 km,3032000 mt,2209000 Cu.M,21,2440 km,3,9230000000,0,6759000000,188,41541860,120600000000,7,0,28575000,18,1,244890000000 Cu.M,263280000000 Cu.M,2415000 bbl,4112000 bbl,220000,1414191,1203000000 Cu.M,33987000000000 Cu.M,208600000000 bbl,1486000000000,8484 km,350000,223485 km,1550,424,10,25,6,2675,1648195 km,965,551,129,49496685,109,283516,88386937,177,1803,103,86,850 km
Iraq,193000,0,37496,36,39,3809 km,0 mt,0 Cu.M,55,58 km,1,8000000000,0,15580000000,26,14308368,100691000000,0,0,12008000,6,0,19298000000 Cu.M,9860000000 Cu.M,1043000 bbl,4448000 bbl,100000,715418,0 Cu.M,3729000000000 Cu.M,145019000000 bbl,585887000000,2272 km,0,59623 km,572,434,17,0,0,1188,438317 km,74,360,183,17675043,67,32565,42083436,73,610,111,15,5279 km
Ireland,7557,0,3296,0,0,443 km,1341000 mt,0 Cu.M,8,1448 km,0,1754400500,0,3630000000000,0,1999182,12698000000,0,0,2857000,21,0,5280000000 Cu.M,1447000000 Cu.M,159000 bbl,600 bbl,0,57568,40000000 Cu.M,9911000000 Cu.M,0 bbl,620544000000,1688 km,1720,102227 km,0,0,2,0,0,0,70273 km,94,23,8,2407392,8,,5233461,100,0,8,5,956 km
Israel,169500,0,62380,45,48,1068 km,5297000 mt,0 Cu.M,66,273 km,7,34600000000,0,163350000000,239,3281513,214544000000,0,0,4710000,5,0,11510000000 Cu.M,22886000000 Cu.M,219000 bbl,15000 bbl,35000,131637,0 Cu.M,176018000000 Cu.M,12730000 bbl,472177000000,1497 km,465000,20391 km,228,323,19,6,13,1300,21937 km,41,597,127,3949099,82,40638,9402617,40,171,148,14,0 km
Italy,165500,2,87364,65,37,1836 km,12424000 mt,1572000 Cu.M,15,7600 km,0,37325165000,3,3025000000000,88,22191235,290547000000,14,0,25828000,123,10,68735000000 Cu.M,3117000000 Cu.M,1245000 bbl,111000 bbl,105000,548684,609999000 Cu.M,45750000000 Cu.M,497934000 bbl,3133000000000,18475 km,18300,228863 km,21,64,22,8,8,203,301340 km,1276,714,352,27434219,285,387892,60964931,655,108,152,31,2400 km
Ivory Coast,22000,0,1328,0,5,3458 km,0 mt,0 Cu.M,7,515 km,0,18200000,0,26576000000,0,7855221,7583484000,0,0,12595000,5,0,2635000000 Cu.M,2635000000 Cu.M,87000 bbl,29000 bbl,5500,569653,0 Cu.M,28317000000 Cu.M,100000000 bbl,215018000000,660 km,0,81996 km,6,0,3,0,0,0,322463 km,25,22,14,12292521,8,,29981758,29,4,2,3,980 km
Japan,251500,0,54390,47,118,0 km,197612000 mt,27657000 Cu.M,6,29751 km,0,58000000000,41,5147667910000,217,42874277,1231000000000,8,4,69382000,163,18,92843000000 Cu.M,2220000000 Cu.M,3140000 bbl,8000 bbl,25000,1108818,350000000 Cu.M,20898000000 Cu.M,44115000 bbl,5715000000000,27311 km,56000,1218772 km,99,193,135,23,10,734,377915 km,5229,1429,583,52976836,158,798062,123201945,280,480,399,53,1770 km
Jordan,114500,0,25278,10,44,1744 km,269000 mt,0 Cu.M,27,26 km,0,2668500000,0,21058000000,44,2983464,21939000000,0,0,3080000,1,0,4382000000 Cu.M,187262000 Cu.M,97000 bbl,20 bbl,35000,145262,0 Cu.M,6031000000 Cu.M,1000000 bbl,109986000000,509 km,100000,7203 km,84,478,11,0,0,1508,89342 km,34,279,159,3463947,27,,11174024,18,80,66,12,0 km
Kazakhstan,110000,0,17460,13,12,13364 km,86349000 mt,120279000 Cu.M,23,26 km,0,5836386000,0,25765000000,37,6928922,45808000000,0,0,10285000,0,2,22623000000 Cu.M,27011000000 Cu.M,386000 bbl,1955000 bbl,55000,283640,25605000000 Cu.M,2407000000000 Cu.M,30000000000 bbl,739385000000,16636 km,135000,96167 km,287,126,0,0,0,353,2724900 km,122,168,72,9117003,26,,20260006,132,194,25,21,43983 km
Kenya,50000,0,9114,0,2,3457 km,1453000 mt,0 Cu.M,18,536 km,0,1651803025,0,31451000000,17,14037377,10067000000,0,0,23781000,4,0,0 Cu.M,0 Cu.M,113000 bbl,0 bbl,25000,931942,0 Cu.M,0 Cu.M,0 bbl,328632000000,3819 km,0,161452 km,0,18,2,0,0,188,580367 km,26,154,84,21551160,27,,58246378,368,53,30,21,0 km
Kosovo,4000,0,1357,0,0,714 km,6931000 mt,6924000 Cu.M,0,0 km,0,1177450000,0,785739000,0,743387,1310000000,0,0,500300,0,0,0 Cu.M,0 Cu.M,16000 bbl,0 bbl,500,17794,1564000000 Cu.M,0 Cu.M,0 bbl,25019000000,437 km,5000,2248 km,0,0,0,0,0,0,10887 km,0,0,0,917371,0,,1977093,2,0,0,0,0 km
Kuwait,78000,0,7472,0,16,475 km,60000 mt,0 Cu.M,106,499 km,0,7987000000,0,60500000000,47,1449920,50728000000,0,0,3003000,6,0,26083000000 Cu.M,19285000000 Cu.M,430000 bbl,2910000 bbl,7500,37660,0 Cu.M,1784000000000 Cu.M,101500000000 bbl,225947000000,0 km,24000,5749 km,27,51,0,0,3,367,17818 km,176,133,68,1726095,123,,3138355,6,0,13,2,0 km
Kyrgyzstan,23000,0,5372,0,2,4573 km,4212000 mt,3685000 Cu.M,0,0 km,0,654000000,0,3617000000,0,2487357,5089000000,0,0,3197000,0,0,438000000 Cu.M,31026000 Cu.M,31000 bbl,6000 bbl,55000,117270,28499000000 Cu.M,5663000000 Cu.M,40000000 bbl,50907000000,424 km,0,34000 km,21,30,0,0,0,215,199951 km,0,7,7,3147772,0,,6172101,28,174,0,0,576 km
Laos,100000,0,7725,0,0,5274 km,15944000 mt,16629000 Cu.M,47,0 km,0,355600000,0,9619000000,0,2521277,1770000000,0,0,3585000,0,0,0 Cu.M,0 Cu.M,25000 bbl,0 bbl,120000,159071,62000000 Cu.M,0 Cu.M,0 bbl,66905000000,422 km,30000,59647 km,64,50,0,0,0,160,236800 km,1,29,20,3499565,51,,7953556,20,97,7,2,4600 km
Latvia,17870,0,3410,0,0,1370 km,20000 mt,0 Cu.M,11,498 km,0,42000000,0,48598440000,0,648449,5141000000,0,0,954900,5,6,828214000 Cu.M,0 Cu.M,33000 bbl,2000 bbl,12500,16211,0 Cu.M,0 Cu.M,0 bbl,72516000000,2216 km,38000,57972 km,0,47,0,0,0,0,64589 km,83,3,3,810561,18,,1801246,55,0,0,0,300 km
Lebanon,80000,0,6912,9,0,484 km,166000 mt,0 Cu.M,42,225 km,0,800000000,0,41619000000,0,1775644,33301000000,0,0,1939000,5,0,0 Cu.M,0 Cu.M,115000 bbl,0 bbl,65000,69738,0 Cu.M,0 Cu.M,0 bbl,65415000000,401 km,15000,21705 km,11,12,0,0,0,334,10400 km,51,80,68,2092148,48,,5364482,8,350,9,0,0 km
Liberia,2100,0,550,0,0,1667 km,0 mt,0 Cu.M,6,579 km,0,20700000,0,1335000000,0,1913912,599660000,0,0,2607000,4,0,0 Cu.M,0 Cu.M,5000 bbl,0 bbl,5500,65247,0 Cu.M,0 Cu.M,0 bbl,9308000000,429 km,0,10600 km,0,0,0,0,0,0,111369 km,4821,0,0,2392390,6,,5437249,19,0,0,0,0 km
Libya,32000,0,2728,1,4,4339 km,0 mt,0 Cu.M,2,1770 km,0,1474800000,0,3654200000,10,3290485,92894000000,1,0,2585000,14,0,9212000000 Cu.M,11832000000 Cu.M,207000 bbl,1245000 bbl,100000,125141,0 Cu.M,1505000000000 Cu.M,48363000000 bbl,90609000000,0 km,0,34000 km,25,20,0,0,0,55,1759540 km,96,83,22,3827857,5,,7361263,75,38,35,12,0 km
Lithuania,23000,0,4553,0,0,1545 km,166000 mt,0 Cu.M,5,90 km,0,5651760000,0,48400000000,0,1332490,7406000000,0,0,1548000,2,4,1601000000 Cu.M,0 Cu.M,67000 bbl,4000 bbl,14150,36795,0 Cu.M,0 Cu.M,12000000 bbl,136227000000,1911 km,104000,83821 km,0,16,0,0,0,0,65300 km,59,9,4,1708321,13,,2628186,64,54,0,5,441 km
Luxembourg,1200,0,476,0,0,327 km,34000 mt,0 Cu.M,0,0 km,0,1530685000,0,5203000000000,0,92633,2789000000,0,0,350000,0,0,594240000 Cu.M,0 Cu.M,51000 bbl,0 bbl,0,3356,0 Cu.M,0 Cu.M,0 bbl,86871000000,271 km,0,2746 km,0,0,0,0,0,0,2586 km,147,1,0,154388,0,,671254,3,0,0,1,37 km
Madagascar,13500,0,316,0,0,0 km,472000 mt,0 Cu.M,5,4828 km,0,147630000,0,3548000000,0,7952233,2785000000,0,0,16519000,13,0,0 Cu.M,0 Cu.M,20000 bbl,0 bbl,8100,559602,150000000 Cu.M,0 Cu.M,0 bbl,52968000000,836 km,0,31640 km,0,0,0,0,0,12,587040 km,29,6,5,11192031,7,,29452714,93,17,0,1,600 km
Malaysia,113000,0,15415,11,0,2742 km,35741000 mt,4476000 Cu.M,72,4675 km,4,5100000000,0,8748000000,25,13480276,116229000000,2,0,18264000,35,4,42499000000 Cu.M,75456000000 Cu.M,672000 bbl,582000 bbl,100000,553037,226000000 Cu.M,1189000000000 Cu.M,3600000000 bbl,1212000000000,1851 km,51600,144403 km,36,0,6,2,4,48,329847 km,1750,132,45,16245461,100,67735,34564810,100,196,31,15,7200 km
Mali,40000,0,3717,12,8,7908 km,0 mt,0 Cu.M,0,0 km,0,1110000000,0,4085000000,9,4288168,647800000,0,0,9126000,0,0,0 Cu.M,0 Cu.M,46000 bbl,0 bbl,4800,351850,0 Cu.M,0 Cu.M,0 bbl,71253000000,593 km,0,139107 km,30,0,1,0,0,0,1240192 km,0,44,10,6817088,0,,21990607,30,50,4,8,1800 km
Mauritania,31540,0,5024,4,0,5002 km,0 mt,0 Cu.M,6,754 km,0,270625000,0,3072000000,0,1181555,2039000000,0,0,1210000,2,0,0 Cu.M,0 Cu.M,32000 bbl,0 bbl,5000,82233,0 Cu.M,28317000000 Cu.M,20000000 bbl,33069000000,728 km,66000,12253 km,0,0,2,0,0,51,1030700 km,11,23,4,1687936,6,,4328040,25,75,6,7,1086 km
Mexico,387000,0,23548,32,0,4389 km,15132000 mt,6296000 Cu.M,142,9330 km,3,9100000000,0,306308000000,2,49811912,232035000000,1,0,60959000,35,0,90566000000 Cu.M,31422000000 Cu.M,1741000 bbl,2101000 bbl,120000,2222579,1160000000 Cu.M,180322000000 Cu.M,5786000000 bbl,2883000000000,23389 km,98653,704884 km,0,35,25,0,0,0,1964375 km,674,424,173,61447766,164,,130739927,1580,0,175,40,2900 km
Moldova,6500,0,1598,0,0,1885 km,90000 mt,0 Cu.M,0,0 km,0,114114000,0,2637000000,0,1792565,5848000000,0,0,1358000,0,0,2344000000 Cu.M,10000 Cu.M,22000 bbl,0 bbl,2000,71991,0 Cu.M,0 Cu.M,0 bbl,39342000000,1171 km,2000,9488 km,11,4,0,0,0,0,33851 km,75,3,2,2159717,0,,3599528,10,67,0,1,558 km
Mongolia,35000,0,11040,0,0,8082 km,8941000 mt,68824000 Cu.M,0,0 km,0,1590000000,0,8379000000,0,1552233,5508000000,0,0,1449000,0,0,0 Cu.M,0 Cu.M,39000 bbl,15000 bbl,50000,62352,2520000000 Cu.M,0 Cu.M,0 bbl,59221000000,1815 km,230000,113200 km,130,0,0,0,0,420,1564116 km,318,8,3,1870555,0,,3281676,37,500,2,3,580 km
Montenegro,2350,0,946,0,0,680 km,1658000 mt,1862000 Cu.M,14,294 km,0,204000000,0,3643000000,0,85179,1741000000,0,0,245300,4,0,0 Cu.M,0 Cu.M,9000 bbl,0 bbl,5500,3599,337000000 Cu.M,0 Cu.M,0 bbl,17375000000,250 km,0,7762 km,12,0,0,0,0,0,13812 km,18,10,10,143964,20,,599849,5,12,0,0,0 km
Morocco,400000,0,17594,0,6,2363 km,10304000 mt,0 Cu.M,84,1835 km,1,16100000000,0,42262000000,84,15254135,37134000000,6,0,12475000,12,0,243201000 Cu.M,82595000 Cu.M,296000 bbl,25 bbl,50000,635589,96000000 Cu.M,1444000000 Cu.M,684000 bbl,350594000000,2067 km,250000,57300 km,185,544,4,0,2,1346,715550 km,94,271,73,17946041,100,,37387585,48,188,77,31,0 km
Mozambique,11200,0,3488,2,2,4783 km,13000 mt,10583000 Cu.M,36,2470 km,0,480000000,0,8274000000,8,7770772,3843000000,0,0,15173000,11,0,1347000000 Cu.M,5388000000 Cu.M,42000 bbl,0 bbl,3000,533615,1792000000 Cu.M,2832000000000 Cu.M,0 bbl,51786000000,4787 km,0,30562 km,12,0,0,0,0,60,799380 km,36,23,7,14674420,36,,33350954,92,104,1,5,460 km
Myanmar,228000,0,11576,20,9,6522 km,907000 mt,1031000 Cu.M,146,1930 km,3,2815031361,0,8748000000,70,21975367,8590400000,6,0,22742000,7,2,3788000000 Cu.M,16780000000 Cu.M,122000 bbl,7000 bbl,55000,1035489,252000000 Cu.M,637129000000 Cu.M,139000000 bbl,287559000000,5031 km,19000,157000 km,1520,225,5,3,0,1040,676578 km,101,331,86,30489384,239,89240,57527139,74,1680,120,33,12800 km
Namibia,17567,0,2402,0,2,4220 km,24000 mt,0 Cu.M,15,1572 km,2,450498000,0,9680000000,11,400923,3356000000,0,0,1131000,2,0,0 Cu.M,0 Cu.M,23000 bbl,0 bbl,5000,30840,350000000 Cu.M,62297000000 Cu.M,0 bbl,31154000000,2628 km,0,48875 km,55,0,0,0,0,7,824292 km,15,36,7,616805,15,,2803660,259,50,13,5,0 km
Nepal,98500,0,1108,0,0,3159 km,1091000 mt,9000 Cu.M,0,0 km,0,431355326,0,5719000000,0,11733140,12456000000,0,0,8435000,0,0,0 Cu.M,0 Cu.M,71000 bbl,0 bbl,15000,778060,8000000 Cu.M,0 Cu.M,0 bbl,149643000000,59 km,82000,64500 km,0,0,0,0,0,0,147181 km,0,17,10,15249970,0,,31122387,51,14,0,7,0 km
Netherlands,44245,0,6689,38,16,1053 km,12796000 mt,1761000 Cu.M,76,451 km,0,31791150000,0,5257949730000,0,6486918,79129000000,6,0,10315000,18,3,33243000000 Cu.M,17774000000 Cu.M,840000 bbl,70000 bbl,5000,195496,3247000000 Cu.M,132608000000 Cu.M,137747000 bbl,1276000000000,3055 km,8510,139027 km,4,46,0,3,0,18,41543 km,1187,130,67,7997570,140,147606,17772378,44,0,21,4,6237 km
New Zealand,10050,0,3378,0,0,0 km,2696000 mt,3011000 Cu.M,4,15134 km,0,2455949332,0,230651410000,0,1775457,22065000000,2,0,3124000,22,0,3819000000 Cu.M,3770000000 Cu.M,154000 bbl,12000 bbl,300,61935,6750000000 Cu.M,31149000000 Cu.M,40993000 bbl,257117000000,4128 km,3300,94000 km,0,0,6,0,0,0,268838 km,117,47,21,2219321,8,,5161211,206,31,13,7,0 km
Nicaragua,45000,0,6344,0,0,1253 km,0 mt,0 Cu.M,23,910 km,0,1311600000,0,6753000000,0,2777610,6105000000,0,0,3225000,5,0,0 Cu.M,0 Cu.M,28000 bbl,200 bbl,5500,146893,0 Cu.M,0 Cu.M,0 bbl,52989000000,0 km,0,24033 km,151,0,0,0,0,186,130370 km,5,17,12,3271705,23,,6676948,39,347,1,5,2220 km
Niger,25000,0,1550,2,2,5834 km,426000 mt,427000 Cu.M,0,0 km,0,488400000,0,3793000000,0,5294900,1442772000,0,0,10486000,0,0,29858000 Cu.M,29509000 Cu.M,18000 bbl,13000 bbl,5000,447827,90000000 Cu.M,0 Cu.M,150000000 bbl,47921000000,0 km,0,18949 km,0,0,2,0,0,0,1267000 km,0,26,13,7902835,0,,26342784,26,0,0,7,300 km
Nigeria,230000,0,12219,24,15,4477 km,1326000 mt,1322000 Cu.M,132,853 km,0,3900000000,0,45009000000,14,90437404,38612000000,1,0,113350000,28,2,20719000000 Cu.M,39951000000 Cu.M,527000 bbl,1541000 bbl,50000,4261448,2144000000 Cu.M,5761000000000 Cu.M,36890000000 bbl,1318000000000,3798 km,0,195000 km,37,40,12,0,0,330,923768 km,928,159,69,125475979,152,38052,236747130,50,339,28,12,8600 km
North Korea,1320000,0,47792,114,20,1607 km,22105000 mt,21927000 Cu.M,227,2495 km,8,4750000000,2,6050000000,341,5312331,5500000000,2,0,17637000,10,1,0 Cu.M,0 Cu.M,18000 bbl,0 bbl,100000,420779,10600000000 Cu.M,0 Cu.M,0 bbl,15416000000,7435 km,560000,25554 km,1500,1300,0,24,0,4895,120538 km,264,837,205,9467520,332,143304,26298666,81,700,176,1,2250 km
North Macedonia,10010,0,1878,0,4,838 km,5344000 mt,4000000 Cu.M,0,0 km,0,421527100,0,5637000000,0,783773,5252000000,0,0,779200,0,0,274928000 Cu.M,0 Cu.M,24000 bbl,0 bbl,3500,27763,332000000 Cu.M,0 Cu.M,0 bbl,43844000000,699 km,60000,15170 km,18,0,0,0,0,0,25713 km,0,20,10,948216,0,,2135622,13,156,10,0,0 km
Norway,33440,0,11441,43,0,2566 km,1096000 mt,120000 Cu.M,20,25148 km,6,11189483200,0,787758400000,0,1807192,81242000000,4,0,3042000,141,5,4548000000 Cu.M,123727000000 Cu.M,229000 bbl,2020000 bbl,40500,71627,2000000 Cu.M,1544455000000 Cu.M,8122200000 bbl,507680000000,3848 km,20100,95120 km,0,28,5,6,0,36,323802 km,1720,109,34,2203893,48,66022,5509733,146,0,23,4,1577 km
Oman,100000,0,11380,10,0,1561 km,82000 mt,0 Cu.M,8,2092 km,5,8364000000,0,55986700000,29,1291559,18287000000,0,0,2696000,7,0,27364000000 Cu.M,40754000000 Cu.M,218000 bbl,1056000 bbl,10000,50726,0 Cu.M,651287000000 Cu.M,5375000000 bbl,193591000000,0 km,0,60230 km,0,24,4,0,0,264,309500 km,57,128,31,1482757,17,22490,3901992,37,144,45,9,0 km
Pakistan,660000,0,59044,90,55,7257 km,30191000 mt,13765000 Cu.M,79,1046 km,6,9102115350,0,89148000000,331,85803614,18408000000,9,0,83644000,3,3,46448000000 Cu.M,36937000000 Cu.M,645000 bbl,91000 bbl,500000,4794908,2857000000 Cu.M,592219000000 Cu.M,540000000 bbl,1390000000000,11881 km,550000,264175 km,652,662,27,8,4,2677,796095 km,60,1397,379,108516336,120,115187,252363571,117,2629,563,63,0 km
Panama,16300,0,1550,0,0,687 km,863000 mt,0 Cu.M,14,2490 km,0,1069750000,0,1227085530000,0,1206965,6856000000,0,0,2206000,12,0,389611000 Cu.M,0 Cu.M,131000 bbl,0 bbl,80000,53643,0 Cu.M,0 Cu.M,0 bbl,164484000000,77 km,0,11978 km,0,0,2,0,0,0,75420 km,8174,38,23,2011608,22,,4470241,77,0,0,13,800 km
Paraguay,15650,0,2876,4,0,4655 km,700 mt,0 Cu.M,64,0 km,0,416800000,0,13783000000,0,3001497,9886000000,0,0,3502000,1,0,0 Cu.M,0 Cu.M,52000 bbl,2000 bbl,14800,150451,0 Cu.M,0 Cu.M,0 bbl,112919000000,30 km,168500,78811 km,0,6,1,0,0,10,406752 km,108,49,18,3535598,73,,7522549,83,50,14,12,3100 km
Peru,120000,0,9168,22,16,7062 km,973000 mt,1382000 Cu.M,13,2414 km,8,2552000000,0,38102000000,15,12681497,79246000000,7,0,18918000,20,0,7185000000 Cu.M,12270000000 Cu.M,255000 bbl,118000 bbl,60000,619405,1567000000 Cu.M,300159000000 Cu.M,858890000 bbl,535911000000,1855 km,386000,70000 km,61,12,12,6,0,355,1285216 km,111,252,112,15648120,78,171629,32600249,174,290,68,39,8808 km
Philippines,160000,0,20551,17,6,0 km,42859000 mt,14457000 Cu.M,60,36289 km,1,6571641011,0,63241000000,0,41751803,106195000000,4,0,50979000,70,0,2251000000 Cu.M,2251000000 Cu.M,457000 bbl,10000 bbl,35000,2128987,361000000 Cu.M,98543000000 Cu.M,138500000 bbl,1202000000000,77 km,1500000,216387 km,0,12,11,0,0,18,300000 km,2203,204,130,50859137,127,84578,118277063,256,296,23,23,3219 km
Poland,250000,0,57972,12,29,2845 km,99932000 mt,96720000 Cu.M,3,440 km,2,55865141600,0,425641700000,58,15576017,223115000000,2,0,18245000,10,29,20056000000 Cu.M,5551000000 Cu.M,743000 bbl,24000 bbl,50000,464956,27758000000 Cu.M,91492000000 Cu.M,113000000 bbl,1649000000000,19461 km,350000,427580 km,298,593,11,1,0,798,312685 km,152,457,224,18985692,63,55530,38746310,318,0,112,44,3997 km
Portugal,25000,0,10419,5,0,1224 km,0 mt,0 Cu.M,71,1793 km,2,6760000000,0,530000000000,28,4096295,55160000000,5,0,5332100,36,0,3700000000 Cu.M,0 Cu.M,200000 bbl,12932 bbl,23300,127677,40000000 Cu.M,72000000000 Cu.M,22440000 bbl,556942000000,3622 km,23500,136635 km,0,23,16,2,4,34,92090 km,1158,128,36,5319863,128,42755,10639726,136,54,23,20,764 km
Qatar,26550,0,5576,6,24,87 km,0 mt,0 Cu.M,107,563 km,4,11950000000,0,205700000000,115,490001,53987000000,0,0,2123000,6,0,41515000000 Cu.M,169595000000 Cu.M,268000 bbl,1818000 bbl,5500,12760,0 Cu.M,23861000000000 Cu.M,25244000 bbl,317064000000,0 km,4000,7039 km,16,46,0,0,0,62,11586 km,123,263,85,638022,125,,2552088,8,12,45,12,0 km
Republic of the Congo,10000,0,804,0,1,5008 km,0 mt,0 Cu.M,0,169 km,0,933360000,0,6360000000,2,1353682,715391000,0,0,2563000,5,0,423000000 Cu.M,423000000 Cu.M,13000 bbl,267000 bbl,2500,115856,0 Cu.M,283990000000 Cu.M,2885000000 bbl,39147000000,510 km,0,23324 km,30,3,0,0,0,61,342000 km,11,14,8,2256136,4,,6097665,56,38,0,4,1120 km
Romania,90000,0,13266,0,0,2844 km,15533000 mt,14752000 Cu.M,0,225 km,7,10230630000,0,145200000000,29,7731114,73391000000,3,0,8263000,11,7,10055000000 Cu.M,9501000000 Cu.M,220000 bbl,67000 bbl,15000,199630,291000000 Cu.M,105480000000 Cu.M,600000000 bbl,774376000000,10628 km,55000,85387 km,243,0,2,0,0,451,238391 km,127,148,66,9437041,18,,18148155,103,720,44,13,1731 km
Russia,1320000,1,126512,698,556,22407 km,290763000 mt,531130000 Cu.M,70,37653 km,79,212638272000,13,226475750000,861,46189226,597217000000,12,0,72517000,67,45,472239000000 Cu.M,617830000000 Cu.M,3863000 bbl,10879000 bbl,250000,1267387,162166000000 Cu.M,47805000000000 Cu.M,80000000000 bbl,6089000000000,85494 km,2000000,1283387 km,2486,3603,137,66,18,5630,17098242 km,2910,4237,1643,69002197,747,1426539,140820810,905,5920,530,458,102000 km
Saudi Arabia,247000,0,22370,81,34,4272 km,66000 mt,0 Cu.M,9,2640 km,9,63988055520,0,248171000000,283,17468238,463870000000,7,0,17168000,16,3,121870000000 Cu.M,121870000000 Cu.M,3524000 bbl,11174000 bbl,150000,621255,0 Cu.M,9423000000000 Cu.M,258600000000 bbl,2213000000000,5410 km,0,221372 km,327,380,16,0,22,1085,2149690 km,433,917,264,19003104,32,49727,36544431,90,557,202,49,0 km
Senegal,17000,0,1860,0,5,2684 km,138000 mt,0 Cu.M,4,531 km,0,777800000,0,14985000000,0,4089912,889295000,0,0,5763000,6,0,54498000 Cu.M,54646000 Cu.M,65000 bbl,9000 bbl,0,395798,0 Cu.M,0 Cu.M,0 bbl,83183000000,906 km,0,16665 km,6,0,1,0,0,0,196722 km,36,39,19,7162057,4,,18847519,20,20,22,5,1000 km
Serbia,22500,0,7190,17,4,2322 km,37828000 mt,33219000 Cu.M,18,0 km,0,2770000000,0,21726000000,11,2574406,30484000000,0,0,3230000,0,4,2939000000 Cu.M,353376000 Cu.M,88000 bbl,13000 bbl,600000,79827,7112000000 Cu.M,48139000000 Cu.M,77500000 bbl,177093000000,3333 km,2000,45022 km,73,96,0,0,0,242,77474 km,0,115,51,3259584,30,,6652212,46,150,33,3,587 km
Sierra Leone,13000,0,350,0,0,1093 km,0 mt,0 Cu.M,10,402 km,0,450000000,0,1451000000,0,1203978,495699000,0,0,2863000,3,0,0 Cu.M,0 Cu.M,9000 bbl,0 bbl,0,45605,0 Cu.M,0 Cu.M,0 bbl,26728000000,0 km,0,11701 km,0,0,0,0,0,0,71740 km,584,1,1,2006631,10,,9121049,8,0,0,0,800 km
Singapore,51000,0,17244,0,20,0 km,1153000 mt,0 Cu.M,55,193 km,6,18000000000,0,1884751660000,100,2628408,383946000000,6,0,3722000,5,4,13724000000 Cu.M,0 Cu.M,1514000 bbl,0 bbl,12000,66313,0 Cu.M,0 Cu.M,0 bbl,800304000000,0 km,252500,3500 km,24,48,9,6,11,170,719 km,3202,235,75,3918498,101,93244,6028459,9,89,36,9,0 km
Slovakia,20982,0,6636,0,0,1587 km,6066000 mt,2315000 Cu.M,0,0 km,0,2900000000,0,140360000000,7,2353424,14452000000,0,0,2779000,0,0,60424000 Cu.M,52556000 Cu.M,90000 bbl,7000 bbl,0,61200,19000000 Cu.M,14158000000 Cu.M,9000000 bbl,218762000000,3627 km,0,45106 km,25,35,1,0,0,45,49035 km,0,48,22,2837461,0,,5563649,116,9,11,7,172 km
Slovenia,7000,0,4636,0,0,1211 km,2309000 mt,2440000 Cu.M,3,47 km,0,1782000000,0,60500000000,0,826570,2832000000,0,0,1058000,2,0,840902000 Cu.M,3863000 Cu.M,44000 bbl,4 bbl,5000,22867,95000000 Cu.M,0 Cu.M,0 bbl,103118000000,1207 km,26000,38125 km,0,17,0,0,0,54,20273 km,8,40,16,1006989,3,,2097893,42,18,23,5,710 km
