country,power_index_rank,power_index_score,purchasing_power_parity,foreign_exchange/gold,defense_budget,external_debt,square_land_area,coastline_coverage,shared_borders,waterways_(usable),total_population,available_manpower,fit-for-service,reaching_mil_age_annually,tot_mil._personnel_(est.),active_personnel,reserve_personnel,paramilitary,air_force_personnel*,army_personnel*,navy_personnel*,yearly_mobilization_potential,aircraft_total,fighters,attack_types,transports_(fixed-wing),trainers,special-mission,tanker_fleet,helicopters,attack_helicopters,tanks,vehicles,self-propelled_artillery,towed_artillery,mlrs_(rocket_artillery),total_assets,aircraft_carriers,helicopter_carriers,destroyers,frigates,corvettes,submarines,patrol_vessels,mine_warfare,oil_production,oil_consumption,oil_deficit,oil_proven_reserves,natural_gas_production,natural_gas_consumption,natural_gas_deficit,nat.gas_proven_rez,coal_production,coal_consumption,coal_deficit,coal_proven_reserves,internet_coverage,labor_force,merchant_marine_fleet,ports_/_trade_terminals,airports,roadway_coverage,railway_coverage,total_tonnage
2026United States Military Strength,1.0,0.0741,2.0,3.0,1.0,145.0,3.0,100.0,127.0,5.0,3.0,3.0,3.0,5.0,2132530.0,3.0,12.0,145.0,1.0,9.0,1.0,4389402.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,1.0,1.0,145.0,3.0,1.0,145.0,15.0,1.0,129.0,646000.0,10.0,1.0,112.0,114699000000.0,4.0,4.0,117.0,39078000.0,1.0,8.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0
2026Argentina Military Strength,32.0,0.5983,29.0,59.0,97.0,96.0,8.0,88.0,126.0,14.0,34.0,32.0,29.0,34.0,140370.0,52.0,79.0,32.0,36.0,43.0,31.0,696017.0,41.0,48.0,37.0,28.0,38.0,19.0,15.0,37.0,145.0,36.0,32.0,60.0,51.0,61.0,52.0,145.0,145.0,9.0,145.0,11.0,15.0,53.0,145.0,22.0,103.0,58000.0,30.0,17.0,92.0,2948000000.0,32.0,61.0,61.0,1665000.0,47.0,12.0,33.0,50.0,19.0,10.0,18.0,16.0,25.0
2026Liberia Military Strength,141.0,3.9275,141.0,136.0,144.0,5.0,98.0,34.0,40.0,145.0,113.0,109.0,108.0,113.0,7600.0,142.0,145.0,44.0,145.0,124.0,82.0,64423.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,134.0,145.0,145.0,145.0,77.0,145.0,145.0,145.0,145.0,145.0,145.0,59.0,145.0,145.0,3.0,5000.0,145.0,145.0,1.0,0.0,145.0,145.0,1.0,0.0,145.0,53.0,112.0,5.0,43.0,94.0,127.0,111.0,0.0
2026Republic of the Congo Military Strength,117.0,2.6259,129.0,133.0,100.0,34.0,62.0,10.0,97.0,59.0,105.0,112.0,120.0,92.0,12500.0,130.0,145.0,50.0,93.0,112.0,145.0,114393.0,102.0,62.0,145.0,47.0,145.0,145.0,145.0,88.0,44.0,80.0,132.0,71.0,82.0,59.0,79.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,32.0,7.0,254000.0,28.0,65.0,21.0,0.0,37.0,145.0,1.0,0.0,145.0,43.0,114.0,110.0,42.0,68.0,107.0,105.0,0.0
2026Colombia Military Strength,43.0,0.7551,32.0,41.0,28.0,100.0,25.0,77.0,114.0,7.0,30.0,28.0,26.0,25.0,1577000.0,14.0,9.0,11.0,27.0,4.0,20.0,832360.0,27.0,51.0,26.0,9.0,37.0,11.0,16.0,18.0,145.0,145.0,48.0,68.0,59.0,145.0,13.0,145.0,145.0,145.0,10.0,15.0,13.0,5.0,145.0,24.0,90.0,426000.0,33.0,39.0,66.0,161000000.0,50.0,13.0,83.0,42656000.0,19.0,23.0,26.0,57.0,33.0,11.0,25.0,72.0,46.0
2026Namibia Military Strength,122.0,2.7414,131.0,113.0,118.0,49.0,33.0,53.0,85.0,145.0,129.0,138.0,139.0,131.0,22567.0,116.0,145.0,45.0,84.0,115.0,62.0,30451.0,89.0,55.0,145.0,46.0,64.0,145.0,145.0,89.0,43.0,98.0,109.0,145.0,79.0,50.0,70.0,145.0,145.0,145.0,145.0,15.0,145.0,51.0,145.0,145.0,17.0,23000.0,145.0,145.0,1.0,0.0,56.0,145.0,16.0,24000.0,53.0,31.0,132.0,106.0,45.0,25.0,86.0,63.0,0.0
2026Turkiye Military Strength,9.0,0.1975,12.0,23.0,12.0,105.0,36.0,91.0,68.0,58.0,18.0,17.0,16.0,15.0,1011000.0,10.0,22.0,11.0,11.0,16.0,6.0,1411979.0,8.0,14.0,145.0,8.0,9.0,11.0,10.0,7.0,6.0,9.0,7.0,7.0,18.0,22.0,14.0,145.0,5.0,145.0,4.0,8.0,8.0,34.0,9.0,44.0,109.0,1024000.0,46.0,66.0,97.0,52507299000.0,85.0,11.0,110.0,41649000.0,12.0,14.0,18.0,18.0,14.0,41.0,73.0,21.0,10.0
2026Israel Military Strength,15.0,0.2707,51.0,20.0,18.0,107.0,135.0,14.0,21.0,145.0,92.0,91.0,89.0,85.0,669500.0,34.0,19.0,26.0,7.0,13.0,30.0,129975.0,17.0,11.0,14.0,37.0,17.0,14.0,5.0,33.0,15.0,17.0,13.0,19.0,52.0,23.0,41.0,145.0,145.0,145.0,145.0,10.0,12.0,24.0,145.0,63.0,79.0,204000.0,76.0,28.0,67.0,11376000000.0,41.0,145.0,71.0,5297000.0,145.0,14.0,89.0,91.0,42.0,79.0,110.0,83.0,41.0
2026Philippines Military Strength,41.0,0.6993,31.0,30.0,48.0,95.0,71.0,104.0,999.0,33.0,13.0,14.0,13.0,12.0,1695000.0,37.0,6.0,26.0,21.0,7.0,17.0,2102110.0,45.0,145.0,31.0,29.0,56.0,21.0,145.0,31.0,39.0,95.0,35.0,66.0,39.0,145.0,27.0,145.0,145.0,145.0,15.0,16.0,145.0,27.0,145.0,70.0,95.0,447000.0,55.0,53.0,36.0,0.0,47.0,26.0,104.0,28402000.0,52.0,17.0,14.0,9.0,8.0,26.0,24.0,119.0,32.0
2026Malaysia Military Strength,42.0,0.7379,30.0,27.0,57.0,45.0,65.0,83.0,67.0,22.0,45.0,41.0,39.0,45.0,264600.0,49.0,55.0,15.0,35.0,39.0,32.0,546055.0,60.0,46.0,37.0,36.0,50.0,25.0,13.0,56.0,145.0,86.0,41.0,145.0,45.0,57.0,36.0,145.0,145.0,145.0,17.0,13.0,15.0,21.0,15.0,28.0,101.0,90000.0,25.0,12.0,90.0,32957000000.0,25.0,37.0,101.0,31265000.0,60.0,3.0,36.0,13.0,21.0,47.0,37.0,77.0,35.0
2026Iraq Military Strength,44.0,0.8115,44.0,31.0,44.0,59.0,57.0,5.0,80.0,25.0,35.0,38.0,36.0,33.0,293000.0,31.0,145.0,15.0,59.0,32.0,62.0,706386.0,29.0,45.0,20.0,36.0,24.0,16.0,145.0,25.0,17.0,18.0,23.0,15.0,20.0,12.0,45.0,145.0,145.0,145.0,145.0,16.0,145.0,28.0,145.0,6.0,108.0,3405000.0,5.0,40.0,74.0,9438000000.0,12.0,145.0,1.0,0.0,145.0,19.0,49.0,77.0,41.0,60.0,83.0,69.0,45.0
2026Germany Military Strength,12.0,0.2463,6.0,12.0,4.0,142.0,61.0,64.0,79.0,21.0,19.0,19.0,19.0,27.0,1044324.0,33.0,11.0,145.0,25.0,63.0,34.0,830571.0,19.0,18.0,11.0,12.0,62.0,11.0,14.0,13.0,14.0,47.0,10.0,30.0,145.0,58.0,38.0,145.0,145.0,145.0,8.0,11.0,12.0,29.0,8.0,38.0,119.0,1931000.0,58.0,46.0,104.0,72692000000.0,67.0,9.0,112.0,31253000.0,6.0,7.0,15.0,31.0,21.0,9.0,10.0,6.0,15.0
2026Ghana Military Strength,112.0,2.4566,69.0,110.0,99.0,73.0,78.0,32.0,58.0,56.0,44.0,47.0,45.0,38.0,15500.0,121.0,145.0,145.0,79.0,66.0,72.0,614744.0,99.0,145.0,145.0,49.0,72.0,29.0,145.0,87.0,145.0,145.0,98.0,145.0,96.0,74.0,65.0,145.0,145.0,145.0,145.0,145.0,145.0,46.0,145.0,36.0,49.0,80000.0,38.0,48.0,51.0,720000000.0,68.0,145.0,19.0,51000.0,145.0,28.0,45.0,88.0,43.0,100.0,75.0,91.0,0.0
2026Peru Military Strength,50.0,0.8827,48.0,36.0,72.0,79.0,19.0,66.0,118.0,16.0,47.0,42.0,43.0,40.0,566000.0,47.0,21.0,20.0,40.0,52.0,22.0,611585.0,40.0,52.0,27.0,20.0,39.0,20.0,145.0,35.0,29.0,37.0,59.0,66.0,41.0,48.0,42.0,145.0,145.0,145.0,12.0,9.0,12.0,53.0,145.0,40.0,83.0,137000.0,37.0,37.0,59.0,5085000000.0,36.0,54.0,44.0,409000.0,35.0,21.0,35.0,65.0,28.0,31.0,71.0,76.0,20.0
2026Latvia Military Strength,102.0,2.2316,105.0,100.0,140.0,87.0,118.0,27.0,29.0,87.0,137.0,136.0,134.0,137.0,68370.0,115.0,61.0,37.0,104.0,65.0,74.0,16006.0,109.0,145.0,145.0,145.0,145.0,145.0,145.0,93.0,145.0,145.0,101.0,48.0,145.0,145.0,67.0,145.0,145.0,145.0,145.0,145.0,145.0,54.0,13.0,78.0,24.0,31000.0,145.0,145.0,26.0,828214000.0,145.0,145.0,15.0,20000.0,145.0,9.0,134.0,74.0,42.0,69.0,84.0,70.0,0.0
2026Czechia Military Strength,55.0,1.0313,49.0,24.0,37.0,115.0,110.0,999.0,50.0,72.0,81.0,81.0,71.0,99.0,35234.0,93.0,86.0,145.0,70.0,105.0,145.0,96310.0,67.0,54.0,32.0,41.0,58.0,29.0,145.0,59.0,41.0,94.0,80.0,43.0,145.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,79.0,215000.0,75.0,69.0,60.0,7377275000.0,84.0,17.0,100.0,1293000.0,22.0,15.0,78.0,145.0,145.0,27.0,41.0,24.0,0.0
2026Tunisia Military Strength,79.0,1.7823,81.0,82.0,76.0,64.0,88.0,45.0,30.0,145.0,77.0,74.0,66.0,73.0,101800.0,60.0,145.0,38.0,60.0,35.0,52.0,202244.0,54.0,56.0,145.0,39.0,52.0,27.0,145.0,36.0,145.0,69.0,46.0,145.0,62.0,145.0,54.0,145.0,145.0,145.0,18.0,16.0,145.0,40.0,145.0,56.0,54.0,69000.0,44.0,59.0,55.0,3830000000.0,55.0,145.0,6.0,2000.0,145.0,26.0,92.0,80.0,31.0,97.0,97.0,71.0,0.0
2026Cambodia Military Strength,83.0,1.8434,87.0,61.0,106.0,42.0,85.0,25.0,61.0,31.0,72.0,63.0,63.0,67.0,134300.0,44.0,145.0,39.0,81.0,59.0,64.0,303268.0,94.0,145.0,145.0,47.0,145.0,145.0,145.0,77.0,145.0,29.0,85.0,55.0,24.0,14.0,65.0,145.0,145.0,145.0,145.0,145.0,145.0,46.0,145.0,145.0,44.0,77000.0,145.0,145.0,1.0,0.0,145.0,73.0,69.0,4363000.0,145.0,33.0,58.0,53.0,45.0,99.0,78.0,102.0,0.0
2026Mozambique Military Strength,92.0,1.9769,120.0,106.0,116.0,43.0,34.0,69.0,95.0,81.0,46.0,48.0,53.0,47.0,14200.0,127.0,145.0,49.0,64.0,110.0,74.0,526878.0,95.0,58.0,46.0,46.0,76.0,145.0,145.0,89.0,43.0,81.0,100.0,145.0,63.0,70.0,55.0,145.0,145.0,145.0,145.0,145.0,145.0,35.0,145.0,145.0,31.0,42000.0,145.0,45.0,31.0,4041000000.0,14.0,30.0,11.0,10570000.0,33.0,56.0,42.0,94.0,36.0,51.0,100.0,40.0,0.0
2026Austria Military Strength,67.0,1.3759,45.0,56.0,50.0,126.0,108.0,999.0,60.0,85.0,94.0,90.0,86.0,98.0,150600.0,103.0,42.0,145.0,61.0,38.0,145.0,97403.0,70.0,52.0,145.0,40.0,56.0,145.0,145.0,60.0,145.0,82.0,89.0,55.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,82.0,226000.0,69.0,63.0,62.0,7517791000.0,83.0,56.0,73.0,4115000.0,145.0,6.0,88.0,117.0,145.0,65.0,42.0,32.0,0.0
2026Netherlands Military Strength,34.0,0.6142,28.0,37.0,19.0,141.0,125.0,26.0,19.0,24.0,70.0,64.0,59.0,75.0,57755.0,78.0,81.0,45.0,46.0,68.0,25.0,193028.0,61.0,145.0,18.0,47.0,59.0,145.0,145.0,48.0,29.0,95.0,77.0,49.0,145.0,75.0,24.0,145.0,145.0,145.0,13.0,145.0,14.0,19.0,16.0,46.0,105.0,770000.0,56.0,33.0,85.0,15469000000.0,44.0,51.0,89.0,11035000.0,24.0,4.0,55.0,17.0,29.0,76.0,39.0,59.0,22.0
2026Burkina Faso Military Strength,127.0,2.9213,112.0,145.0,60.0,18.0,73.0,999.0,78.0,145.0,59.0,61.0,62.0,59.0,12000.0,133.0,145.0,47.0,103.0,117.0,145.0,364021.0,92.0,145.0,45.0,49.0,145.0,29.0,145.0,78.0,40.0,145.0,129.0,145.0,95.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,27.0,37000.0,145.0,145.0,1.0,0.0,145.0,145.0,1.0,0.0,145.0,58.0,73.0,145.0,145.0,72.0,117.0,103.0,0.0
2026Paraguay Military Strength,81.0,1.7974,89.0,80.0,123.0,56.0,58.0,999.0,94.0,35.0,97.0,95.0,93.0,80.0,198950.0,120.0,37.0,35.0,86.0,32.0,51.0,148552.0,80.0,145.0,44.0,39.0,63.0,30.0,145.0,79.0,145.0,97.0,105.0,68.0,79.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,36.0,50000.0,145.0,145.0,1.0,0.0,145.0,145.0,3.0,700.0,145.0,22.0,95.0,67.0,46.0,54.0,64.0,121.0,0.0
2026Beliz Military Strength,144.0,4.3602,144.0,137.0,141.0,4.0,134.0,20.0,11.0,68.0,144.0,141.0,142.0,140.0,2850.0,143.0,93.0,145.0,109.0,122.0,145.0,8622.0,109.0,145.0,145.0,50.0,145.0,30.0,145.0,95.0,145.0,145.0,141.0,145.0,145.0,145.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,51.0,145.0,79.0,3.0,4200.0,82.0,145.0,1.0,0.0,145.0,145.0,1.0,0.0,145.0,26.0,145.0,25.0,45.0,88.0,141.0,145.0,0.0
2026Yemen Military Strength,98.0,2.1617,136.0,132.0,124.0,36.0,50.0,59.0,38.0,145.0,48.0,51.0,48.0,41.0,53350.0,90.0,145.0,32.0,65.0,64.0,60.0,602959.0,52.0,28.0,145.0,48.0,51.0,145.0,145.0,51.0,31.0,145.0,115.0,66.0,74.0,59.0,61.0,145.0,145.0,145.0,145.0,16.0,145.0,56.0,145.0,63.0,38.0,43000.0,27.0,70.0,14.0,0.0,31.0,145.0,17.0,27000.0,145.0,60.0,65.0,97.0,37.0,81.0,70.0,145.0,0.0
2026Australia Military Strength,17.0,0.3208,21.0,42.0,10.0,138.0,6.0,102.0,999.0,44.0,54.0,53.0,47.0,70.0,92180.0,71.0,63.0,145.0,29.0,73.0,28.0,290738.0,31.0,47.0,9.0,21.0,26.0,9.0,11.0,44.0,26.0,87.0,40.0,145.0,80.0,73.0,51.0,145.0,4.0,9.0,12.0,145.0,12.0,53.0,16.0,30.0,110.0,765000.0,32.0,7.0,96.0,103595000000.0,13.0,6.0,107.0,349410000.0,4.0,4.0,43.0,30.0,11.0,3.0,9.0,7.0,18.0
2026Armenia Military Strength,101.0,2.2016,111.0,109.0,86.0,31.0,131.0,999.0,34.0,145.0,128.0,126.0,119.0,128.0,280000.0,68.0,32.0,45.0,59.0,62.0,145.0,44087.0,75.0,61.0,34.0,48.0,65.0,145.0,145.0,65.0,27.0,74.0,117.0,34.0,47.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,9.0,15000.0,145.0,145.0,43.0,2861000000.0,145.0,76.0,14.0,18700.0,57.0,21.0,125.0,145.0,145.0,100.0,132.0,98.0,0.0
2026Gabon Military Strength,132.0,3.0432,124.0,126.0,128.0,35.0,75.0,41.0,74.0,52.0,132.0,133.0,136.0,126.0,7500.0,137.0,145.0,50.0,89.0,120.0,79.0,46058.0,93.0,60.0,145.0,48.0,145.0,145.0,145.0,80.0,145.0,145.0,136.0,145.0,97.0,60.0,78.0,145.0,145.0,145.0,145.0,145.0,145.0,61.0,145.0,33.0,8.0,190000.0,34.0,64.0,23.0,0.0,64.0,145.0,1.0,0.0,145.0,26.0,136.0,73.0,38.0,78.0,121.0,101.0,0.0
2026Uzbekistan Military Strength,53.0,0.9908,56.0,53.0,49.0,69.0,56.0,23.0,117.0,60.0,42.0,34.0,32.0,32.0,140000.0,46.0,145.0,32.0,35.0,50.0,77.0,721191.0,53.0,45.0,35.0,39.0,70.0,145.0,145.0,36.0,20.0,30.0,63.0,23.0,43.0,35.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,50.0,56.0,47000.0,40.0,16.0,91.0,4273000000.0,17.0,34.0,82.0,2562000.0,38.0,12.0,44.0,145.0,145.0,59.0,20.0,41.0,0.0
2026Canada Military Strength,28.0,0.5269,16.0,26.0,13.0,134.0,2.0,107.0,124.0,73.0,37.0,40.0,38.0,51.0,92000.0,69.0,72.0,44.0,34.0,70.0,33.0,421356.0,30.0,30.0,145.0,27.0,28.0,8.0,11.0,29.0,145.0,78.0,34.0,145.0,145.0,145.0,45.0,145.0,145.0,145.0,7.0,145.0,13.0,49.0,145.0,4.0,120.0,3311000.0,4.0,5.0,108.0,57370000000.0,16.0,15.0,94.0,30595000.0,18.0,7.0,30.0,26.0,2.0,5.0,8.0,5.0,27.0
2026Honduras Military Strength,103.0,2.2575,106.0,86.0,112.0,40.0,97.0,39.0,35.0,80.0,90.0,89.0,92.0,102.0,75225.0,72.0,145.0,30.0,47.0,57.0,57.0,94089.0,83.0,60.0,41.0,41.0,67.0,30.0,145.0,85.0,145.0,93.0,92.0,145.0,80.0,145.0,37.0,145.0,145.0,145.0,145.0,145.0,145.0,16.0,145.0,85.0,42.0,70980.0,145.0,145.0,1.0,0.0,145.0,145.0,29.0,144000.0,145.0,35.0,91.0,36.0,39.0,37.0,120.0,97.0,0.0
2026Hungary Military Strength,57.0,1.0429,54.0,46.0,53.0,106.0,102.0,999.0,51.0,49.0,89.0,87.0,81.0,90.0,76600.0,79.0,75.0,34.0,57.0,85.0,145.0,116776.0,72.0,54.0,145.0,48.0,61.0,145.0,145.0,54.0,37.0,55.0,53.0,58.0,40.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,72.0,143000.0,77.0,57.0,64.0,7962000000.0,86.0,38.0,71.0,401000.0,28.0,9.0,85.0,117.0,145.0,42.0,23.0,28.0,0.0
2026Botswana Military Strength,130.0,2.9993,126.0,111.0,113.0,7.0,48.0,999.0,88.0,145.0,133.0,130.0,135.0,133.0,12000.0,126.0,145.0,145.0,97.0,108.0,145.0,24198.0,83.0,56.0,145.0,42.0,67.0,145.0,145.0,80.0,145.0,88.0,122.0,66.0,83.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,16.0,22000.0,145.0,145.0,1.0,0.0,145.0,46.0,52.0,891000.0,34.0,20.0,131.0,145.0,145.0,38.0,98.0,93.0,0.0
2026Angola Military Strength,59.0,1.1045,63.0,72.0,20.0,85.0,22.0,54.0,102.0,55.0,40.0,67.0,85.0,58.0,117000.0,53.0,145.0,39.0,56.0,46.0,68.0,367324.0,35.0,29.0,42.0,24.0,41.0,29.0,145.0,34.0,31.0,45.0,110.0,57.0,22.0,34.0,58.0,145.0,145.0,145.0,145.0,145.0,145.0,38.0,145.0,18.0,61.0,1054000.0,18.0,44.0,32.0,4117000000.0,34.0,145.0,1.0,0.0,145.0,39.0,41.0,83.0,27.0,43.0,68.0,61.0,0.0
2026Georgia Military Strength,95.0,2.0779,97.0,104.0,109.0,47.0,115.0,17.0,44.0,145.0,117.0,106.0,104.0,103.0,242500.0,85.0,33.0,145.0,71.0,28.0,145.0,91942.0,77.0,145.0,43.0,49.0,67.0,145.0,145.0,57.0,34.0,71.0,81.0,39.0,58.0,55.0,66.0,145.0,145.0,145.0,145.0,145.0,145.0,39.0,15.0,82.0,25.0,33700.0,70.0,88.0,41.0,2787240000.0,74.0,70.0,35.0,236000.0,46.0,19.0,120.0,100.0,44.0,92.0,91.0,85.0,0.0
2026Thailand Military Strength,24.0,0.4458,22.0,17.0,52.0,78.0,51.0,79.0,104.0,29.0,20.0,20.0,20.0,19.0,585850.0,19.0,34.0,28.0,13.0,26.0,10.0,1104613.0,22.0,26.0,25.0,14.0,19.0,12.0,145.0,17.0,38.0,25.0,19.0,42.0,21.0,67.0,7.0,145.0,5.0,145.0,12.0,12.0,145.0,2.0,14.0,30.0,113.0,1011000.0,47.0,25.0,95.0,18101000000.0,42.0,28.0,103.0,29559000.0,43.0,11.0,16.0,23.0,27.0,44.0,29.0,43.0,24.0
2026Italy Military Strength,10.0,0.2211,11.0,14.0,17.0,136.0,70.0,94.0,45.0,39.0,24.0,25.0,23.0,46.0,288800.0,36.0,77.0,13.0,15.0,48.0,21.0,541757.0,14.0,24.0,10.0,25.0,15.0,13.0,9.0,10.0,18.0,58.0,9.0,40.0,60.0,64.0,8.0,3.0,145.0,9.0,5.0,145.0,11.0,51.0,10.0,41.0,111.0,1134000.0,42.0,49.0,102.0,65618000000.0,59.0,52.0,87.0,10852000.0,49.0,14.0,27.0,15.0,6.0,12.0,19.0,15.0,9.0
2026Mauritania Military Strength,123.0,2.7919,130.0,121.0,131.0,16.0,28.0,38.0,96.0,61.0,119.0,125.0,128.0,104.0,102540.0,92.0,51.0,45.0,85.0,45.0,68.0,81195.0,95.0,145.0,44.0,44.0,71.0,29.0,145.0,92.0,145.0,85.0,90.0,145.0,72.0,145.0,77.0,145.0,145.0,145.0,145.0,145.0,145.0,59.0,145.0,145.0,23.0,32000.0,74.0,145.0,1.0,0.0,62.0,145.0,1.0,0.0,145.0,44.0,130.0,110.0,45.0,90.0,123.0,96.0,0.0
2026Lebanon Military Strength,118.0,2.6521,109.0,57.0,104.0,81.0,142.0,13.0,9.0,145.0,114.0,118.0,113.0,111.0,160000.0,63.0,78.0,19.0,75.0,47.0,68.0,68858.0,72.0,145.0,39.0,145.0,68.0,145.0,145.0,47.0,145.0,41.0,72.0,66.0,35.0,71.0,50.0,145.0,145.0,145.0,145.0,145.0,145.0,32.0,145.0,145.0,58.0,115000.0,145.0,145.0,1.0,0.0,145.0,145.0,31.0,166000.0,145.0,17.0,119.0,89.0,42.0,103.0,108.0,114.0,0.0
2026Sudan Military Strength,66.0,1.3563,95.0,142.0,125.0,65.0,15.0,40.0,116.0,28.0,29.0,26.0,31.0,17.0,517500.0,22.0,35.0,33.0,39.0,15.0,67.0,1295584.0,47.0,41.0,19.0,38.0,49.0,145.0,145.0,50.0,19.0,22.0,62.0,35.0,11.0,7.0,73.0,145.0,145.0,145.0,145.0,145.0,145.0,55.0,145.0,47.0,64.0,61000.0,36.0,145.0,1.0,0.0,51.0,145.0,1.0,0.0,145.0,52.0,53.0,107.0,43.0,75.0,101.0,31.0,0.0
2026Kosovo Military Strength,138.0,3.8041,135.0,128.0,91.0,3.0,141.0,999.0,17.0,145.0,136.0,134.0,132.0,135.0,9500.0,139.0,85.0,55.0,145.0,113.0,145.0,17569.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,118.0,145.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,10.0,16000.0,145.0,145.0,1.0,0.0,145.0,33.0,77.0,7000.0,36.0,12.0,139.0,145.0,145.0,108.0,143.0,110.0,0.0
2026Somalia Military Strength,137.0,3.7393,132.0,145.0,102.0,10.0,44.0,76.0,57.0,145.0,74.0,103.0,111.0,86.0,32000.0,94.0,145.0,51.0,96.0,87.0,78.0,128530.0,107.0,145.0,145.0,145.0,145.0,145.0,145.0,90.0,145.0,145.0,124.0,145.0,145.0,145.0,66.0,145.0,145.0,145.0,145.0,145.0,145.0,47.0,145.0,145.0,4.0,6000.0,145.0,145.0,1.0,0.0,81.0,145.0,1.0,0.0,145.0,50.0,96.0,115.0,41.0,79.0,119.0,145.0,0.0
2026Estonia Military Strength,106.0,2.3201,115.0,120.0,75.0,72.0,123.0,82.0,13.0,86.0,139.0,139.0,138.0,138.0,247700.0,131.0,30.0,39.0,101.0,74.0,77.0,12966.0,110.0,145.0,145.0,49.0,145.0,145.0,145.0,145.0,145.0,145.0,107.0,47.0,145.0,74.0,75.0,145.0,145.0,145.0,145.0,145.0,145.0,61.0,15.0,60.0,20.0,3000.0,145.0,145.0,19.0,354912000.0,145.0,145.0,4.0,800.0,145.0,8.0,138.0,79.0,28.0,83.0,58.0,84.0,0.0
2026India Military Strength,4.0,0.1346,3.0,5.0,5.0,110.0,7.0,91.0,129.0,10.0,2.0,2.0,2.0,1.0,4958000.0,2.0,8.0,2.0,3.0,3.0,4.0,23652761.0,4.0,4.0,4.0,4.0,8.0,5.0,11.0,4.0,9.0,5.0,2.0,35.0,3.0,16.0,4.0,3.0,145.0,5.0,3.0,5.0,7.0,7.0,145.0,21.0,127.0,4449000.0,22.0,23.0,98.0,25697000000.0,24.0,2.0,118.0,242000000.0,5.0,37.0,2.0,12.0,13.0,22.0,2.0,4.0,5.0
2026Portugal Military Strength,38.0,0.6659,47.0,43.0,47.0,122.0,105.0,57.0,26.0,70.0,84.0,79.0,73.0,87.0,71800.0,102.0,71.0,29.0,56.0,108.0,46.0,126065.0,62.0,44.0,43.0,32.0,56.0,17.0,13.0,64.0,145.0,92.0,57.0,59.0,76.0,145.0,26.0,145.0,145.0,145.0,14.0,15.0,15.0,22.0,145.0,66.0,75.0,187068.0,73.0,145.0,48.0,3700000000.0,53.0,145.0,1.0,0.0,70.0,15.0,81.0,19.0,20.0,35.0,40.0,54.0,40.0
2026South Sudan Military Strength,113.0,2.4645,142.0,144.0,142.0,13.0,42.0,999.0,110.0,145.0,75.0,73.0,75.0,63.0,185000.0,32.0,145.0,145.0,105.0,31.0,81.0,326127.0,98.0,145.0,145.0,47.0,145.0,145.0,145.0,81.0,39.0,72.0,108.0,58.0,145.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,135000.0,24.0,145.0,1.0,0.0,145.0,145.0,1.0,0.0,145.0,62.0,83.0,145.0,145.0,53.0,57.0,118.0,0.0
2026South Korea Military Strength,5.0,0.1642,14.0,10.0,15.0,123.0,104.0,65.0,4.0,50.0,28.0,27.0,25.0,53.0,3670000.0,12.0,3.0,12.0,10.0,17.0,9.0,411394.0,5.0,9.0,6.0,19.0,7.0,7.0,13.0,5.0,5.0,11.0,5.0,3.0,2.0,13.0,12.0,145.0,4.0,4.0,3.0,14.0,6.0,15.0,7.0,54.0,122.0,2504000.0,145.0,77.0,99.0,59424873000.0,76.0,23.0,111.0,120736000.0,56.0,4.0,23.0,10.0,32.0,51.0,50.0,48.0,7.0
2026Ivory Coast Military Strength,108.0,2.3884,75.0,87.0,145.0,71.0,67.0,29.0,76.0,64.0,52.0,49.0,52.0,43.0,27500.0,110.0,145.0,44.0,99.0,92.0,74.0,562461.0,96.0,145.0,145.0,48.0,75.0,28.0,145.0,82.0,40.0,145.0,119.0,145.0,97.0,74.0,75.0,145.0,145.0,145.0,145.0,145.0,145.0,58.0,145.0,59.0,46.0,58000.0,60.0,51.0,40.0,0.0,63.0,145.0,1.0,0.0,145.0,41.0,47.0,101.0,42.0,86.0,63.0,99.0,0.0
